index,date,game_id,home_team,away_team,home_team_goals,away_team_goals,result,logreg_prediction,logreg_np_prediction,dt_prediction
1016,2023-03-08,2022021017,New York Islanders,Buffalo Sabres,,,,,,
1017,2023-03-08,2022021018,Minnesota Wild,Calgary Flames,,,,,,
1018,2023-03-08,2022021019,Colorado Avalanche,San Jose Sharks,,,,,,
1019,2023-03-08,2022021020,Arizona Coyotes,St Louis Blues,,,,,,
1020,2023-03-08,2022021021,Seattle Kraken,Anaheim Ducks,,,,,,
1021,2023-03-09,2022021023,Winnipeg Jets,Minnesota Wild,,,,,,
1022,2023-03-09,2022021022,Detroit Red Wings,Chicago Blackhawks,,,,,,
1023,2023-03-09,2022021024,Vancouver Canucks,Anaheim Ducks,,,,,,
1024,2023-03-10,2022021025,Buffalo Sabres,Dallas Stars,,,,,,
1025,2023-03-10,2022021027,Pittsburgh Penguins,New York Islanders,,,,,,
1026,2023-03-10,2022021028,Montreal Canadiens,New York Rangers,,,,,,
1027,2023-03-10,2022021029,Washington Capitals,New Jersey Devils,,,,,,
1028,2023-03-10,2022021030,Carolina Hurricanes,Philadelphia Flyers,,,,,,
1029,2023-03-10,2022021031,Tampa Bay Lightning,Vegas Golden Knights,,,,,,
1030,2023-03-10,2022021026,Boston Bruins,Edmonton Oilers,,,,,,
1031,2023-03-10,2022021032,St Louis Blues,San Jose Sharks,,,,,,
1032,2023-03-10,2022021033,Colorado Avalanche,Los Angeles Kings,,,,,,
1033,2023-03-10,2022021034,Arizona Coyotes,Nashville Predators,,,,,,
1034,2023-03-10,2022021035,Seattle Kraken,Ottawa Senators,,,,,,
1035,2023-03-11,2022021036,Florida Panthers,Chicago Blackhawks,,,,,,
1036,2023-03-11,2022021037,Calgary Flames,Anaheim Ducks,,,,,,
1037,2023-03-11,2022021038,Boston Bruins,Detroit Red Wings,,,,,,
1038,2023-03-11,2022021039,Pittsburgh Penguins,Philadelphia Flyers,,,,,,
1039,2023-03-11,2022021040,Buffalo Sabres,New York Rangers,,,,,,
1040,2023-03-11,2022021041,Colorado Avalanche,Arizona Coyotes,,,,,,
1041,2023-03-12,2022021042,Tampa Bay Lightning,Chicago Blackhawks,,,,,,
1042,2023-03-12,2022021043,Toronto Maple Leafs,Edmonton Oilers,,,,,,
1043,2023-03-12,2022021044,Montreal Canadiens,New Jersey Devils,,,,,,
1044,2023-03-12,2022021045,Columbus Blue Jackets,St Louis Blues,,,,,,
1045,2023-03-12,2022021046,Carolina Hurricanes,Vegas Golden Knights,,,,,,
1046,2023-03-12,2022021047,Florida Panthers,Winnipeg Jets,,,,,,
1047,2023-03-12,2022021048,New York Islanders,Washington Capitals,,,,,,
1048,2023-03-12,2022021049,Seattle Kraken,Dallas Stars,,,,,,
1049,2023-03-12,2022021050,Vancouver Canucks,Ottawa Senators,,,,,,
1050,2023-03-12,2022021051,San Jose Sharks,Minnesota Wild,,,,,,
1051,2023-03-12,2022021052,Los Angeles Kings,Nashville Predators,,,,,,
1052,2023-03-12,2022021053,Detroit Red Wings,Boston Bruins,,,,,,
1053,2023-03-12,2022021054,Pittsburgh Penguins,New York Rangers,,,,,,
1054,2023-03-12,2022021056,St Louis Blues,Vegas Golden Knights,,,,,,
1055,2023-03-12,2022021055,New Jersey Devils,Carolina Hurricanes,,,,,,
1056,2023-03-12,2022021057,Tampa Bay Lightning,Winnipeg Jets,,,,,,
1057,2023-03-13,2022021059,Calgary Flames,Ottawa Senators,,,,,,
1058,2023-03-13,2022021058,Arizona Coyotes,Minnesota Wild,,,,,,
1059,2023-03-13,2022021060,Anaheim Ducks,Nashville Predators,,,,,,
1060,2023-03-13,2022021061,Toronto Maple Leafs,Buffalo Sabres,,,,,,
1061,2023-03-13,2022021062,Montreal Canadiens,Colorado Avalanche,,,,,,
1062,2023-03-14,2022021063,Seattle Kraken,Dallas Stars,,,,,,
1063,2023-03-14,2022021064,Pittsburgh Penguins,Montreal Canadiens,,,,,,
1064,2023-03-14,2022021065,New Jersey Devils,Tampa Bay Lightning,,,,,,
1065,2023-03-14,2022021066,Philadelphia Flyers,Vegas Golden Knights,,,,,,
1066,2023-03-14,2022021067,New York Rangers,Washington Capitals,,,,,,
1067,2023-03-14,2022021068,Carolina Hurricanes,Winnipeg Jets,,,,,,
1068,2023-03-15,2022021069,Nashville Predators,Detroit Red Wings,,,,,,
1069,2023-03-15,2022021070,Chicago Blackhawks,Boston Bruins,,,,,,
1070,2023-03-15,2022021071,Edmonton Oilers,Ottawa Senators,,,,,,
1071,2023-03-15,2022021072,Arizona Coyotes,Calgary Flames,,,,,,
1072,2023-03-15,2022021073,Vancouver Canucks,Dallas Stars,,,,,,
1073,2023-03-15,2022021074,San Jose Sharks,Columbus Blue Jackets,,,,,,
1074,2023-03-15,2022021075,Los Angeles Kings,New York Islanders,,,,,,
1075,2023-03-15,2022021076,Washington Capitals,Buffalo Sabres,,,,,,
1076,2023-03-15,2022021077,Toronto Maple Leafs,Colorado Avalanche,,,,,,
1077,2023-03-16,2022021078,St Louis Blues,Minnesota Wild,,,,,,
1078,2023-03-16,2022021079,Anaheim Ducks,New York Islanders,,,,,,
1079,2023-03-16,2022021080,Ottawa Senators,Colorado Avalanche,,,,,,
1080,2023-03-16,2022021081,Florida Panthers,Montreal Canadiens,,,,,,
1081,2023-03-16,2022021082,New York Rangers,Pittsburgh Penguins,,,,,,
1082,2023-03-16,2022021083,New Jersey Devils,Tampa Bay Lightning,,,,,,
1083,2023-03-17,2022021084,Winnipeg Jets,Boston Bruins,,,,,,
1084,2023-03-17,2022021085,Nashville Predators,Chicago Blackhawks,,,,,,
1085,2023-03-17,2022021086,Edmonton Oilers,Dallas Stars,,,,,,
1086,2023-03-17,2022021087,Vegas Golden Knights,Calgary Flames,,,,,,
1087,2023-03-17,2022021088,Arizona Coyotes,Vancouver Canucks,,,,,,
1088,2023-03-17,2022021089,Los Angeles Kings,Columbus Blue Jackets,,,,,,
1089,2023-03-17,2022021090,San Jose Sharks,Seattle Kraken,,,,,,
1090,2023-03-17,2022021091,Philadelphia Flyers,Buffalo Sabres,,,,,,
1091,2023-03-17,2022021092,Toronto Maple Leafs,Carolina Hurricanes,,,,,,
1092,2023-03-17,2022021093,Washington Capitals,St Louis Blues,,,,,,
1093,2023-03-18,2022021094,Anaheim Ducks,Columbus Blue Jackets,,,,,,
1094,2023-03-18,2022021095,Detroit Red Wings,Colorado Avalanche,,,,,,
1095,2023-03-18,2022021096,Minnesota Wild,Boston Bruins,,,,,,
1096,2023-03-18,2022021097,Nashville Predators,Winnipeg Jets,,,,,,
1097,2023-03-18,2022021098,Seattle Kraken,Edmonton Oilers,,,,,,
1098,2023-03-18,2022021099,Philadelphia Flyers,Carolina Hurricanes,,,,,,
1099,2023-03-18,2022021100,Florida Panthers,New Jersey Devils,,,,,,
1100,2023-03-18,2022021101,Tampa Bay Lightning,Montreal Canadiens,,,,,,
1101,2023-03-18,2022021102,Ottawa Senators,Toronto Maple Leafs,,,,,,
1102,2023-03-19,2022021103,New York Rangers,Pittsburgh Penguins,,,,,,
1103,2023-03-19,2022021105,Los Angeles Kings,Vancouver Canucks,,,,,,
1104,2023-03-19,2022021104,Calgary Flames,Dallas Stars,,,,,,
1105,2023-03-19,2022021106,Arizona Coyotes,Chicago Blackhawks,,,,,,
1106,2023-03-19,2022021107,San Jose Sharks,New York Islanders,,,,,,
1107,2023-03-19,2022021108,Buffalo Sabres,Boston Bruins,,,,,,
1108,2023-03-19,2022021109,Minnesota Wild,Washington Capitals,,,,,,
1109,2023-03-19,2022021110,Vegas Golden Knights,Columbus Blue Jackets,,,,,,
1110,2023-03-19,2022021113,St Louis Blues,Winnipeg Jets,,,,,,
1111,2023-03-19,2022021111,New York Rangers,Nashville Predators,,,,,,
1112,2023-03-19,2022021112,Tampa Bay Lightning,New Jersey Devils,,,,,,
1113,2023-03-20,2022021114,Anaheim Ducks,Vancouver Canucks,,,,,,
1114,2023-03-20,2022021115,Pittsburgh Penguins,Ottawa Senators,,,,,,
1115,2023-03-20,2022021116,Detroit Red Wings,Florida Panthers,,,,,,
1116,2023-03-21,2022021117,Colorado Avalanche,Chicago Blackhawks,,,,,,
1117,2023-03-21,2022021118,Edmonton Oilers,San Jose Sharks,,,,,,
1118,2023-03-21,2022021119,Los Angeles Kings,Calgary Flames,,,,,,
1119,2023-03-21,2022021120,New York Rangers,Carolina Hurricanes,,,,,,
1120,2023-03-21,2022021121,Washington Capitals,Columbus Blue Jackets,,,,,,
1121,2023-03-21,2022021122,Philadelphia Flyers,Florida Panthers,,,,,,
1122,2023-03-21,2022021123,New Jersey Devils,Minnesota Wild,,,,,,
1123,2023-03-21,2022021124,Buffalo Sabres,Nashville Predators,,,,,,
1124,2023-03-21,2022021125,Boston Bruins,Ottawa Senators,,,,,,
1125,2023-03-21,2022021126,Montreal Canadiens,Tampa Bay Lightning,,,,,,
1126,2023-03-21,2022021127,New York Islanders,Toronto Maple Leafs,,,,,,
1127,2023-03-22,2022021128,Winnipeg Jets,Arizona Coyotes,,,,,,
1128,2023-03-22,2022021129,St Louis Blues,Detroit Red Wings,,,,,,
1129,2023-03-22,2022021130,Dallas Stars,Seattle Kraken,,,,,,
1130,2023-03-22,2022021131,Anaheim Ducks,Calgary Flames,,,,,,
1131,2023-03-22,2022021132,Vancouver Canucks,Vegas Golden Knights,,,,,,
1132,2023-03-23,2022021133,Colorado Avalanche,Pittsburgh Penguins,,,,,,
1133,2023-03-23,2022021134,Edmonton Oilers,Arizona Coyotes,,,,,,
1134,2023-03-23,2022021136,Philadelphia Flyers,Minnesota Wild,,,,,,
1135,2023-03-23,2022021135,Washington Capitals,Chicago Blackhawks,,,,,,
1136,2023-03-23,2022021137,Boston Bruins,Montreal Canadiens,,,,,,
1137,2023-03-23,2022021138,Carolina Hurricanes,New York Rangers,,,,,,
1138,2023-03-23,2022021139,Ottawa Senators,Tampa Bay Lightning,,,,,,
1139,2023-03-23,2022021140,Florida Panthers,Toronto Maple Leafs,,,,,,
1140,2023-03-23,2022021141,Detroit Red Wings,St Louis Blues,,,,,,
1141,2023-03-24,2022021142,Nashville Predators,Seattle Kraken,,,,,,
1142,2023-03-24,2022021144,Calgary Flames,Vegas Golden Knights,,,,,,
1143,2023-03-24,2022021143,Dallas Stars,Pittsburgh Penguins,,,,,,
1144,2023-03-24,2022021145,Vancouver Canucks,San Jose Sharks,,,,,,
1145,2023-03-24,2022021146,Anaheim Ducks,Winnipeg Jets,,,,,,
1146,2023-03-24,2022021147,Columbus Blue Jackets,New York Islanders,,,,,,
1147,2023-03-24,2022021148,Buffalo Sabres,New Jersey Devils,,,,,,
1148,2023-03-25,2022021149,Colorado Avalanche,Arizona Coyotes,,,,,,
1149,2023-03-25,2022021150,Philadelphia Flyers,Detroit Red Wings,,,,,,
1150,2023-03-25,2022021151,Boston Bruins,Tampa Bay Lightning,,,,,,
1151,2023-03-25,2022021152,Nashville Predators,Seattle Kraken,,,,,,
1152,2023-03-25,2022021154,Los Angeles Kings,Winnipeg Jets,,,,,,
1153,2023-03-25,2022021153,Calgary Flames,San Jose Sharks,,,,,,
1154,2023-03-25,2022021155,Minnesota Wild,Chicago Blackhawks,,,,,,
1155,2023-03-25,2022021156,Florida Panthers,New York Rangers,,,,,,
1156,2023-03-25,2022021157,New York Islanders,Buffalo Sabres,,,,,,
1157,2023-03-25,2022021161,Dallas Stars,Vancouver Canucks,,,,,,
1158,2023-03-25,2022021158,Montreal Canadiens,Columbus Blue Jackets,,,,,,
1159,2023-03-25,2022021159,New Jersey Devils,Ottawa Senators,,,,,,
1160,2023-03-25,2022021160,Carolina Hurricanes,Toronto Maple Leafs,,,,,,
1161,2023-03-26,2022021162,Pittsburgh Penguins,Washington Capitals,,,,,,
1162,2023-03-26,2022021163,Edmonton Oilers,Vegas Golden Knights,,,,,,
1163,2023-03-26,2022021164,Anaheim Ducks,St Louis Blues,,,,,,
1164,2023-03-26,2022021165,Arizona Coyotes,Colorado Avalanche,,,,,,
1165,2023-03-26,2022021166,Carolina Hurricanes,Boston Bruins,,,,,,
1166,2023-03-26,2022021167,Nashville Predators,Toronto Maple Leafs,,,,,,
1167,2023-03-26,2022021168,Chicago Blackhawks,Vancouver Canucks,,,,,,
1168,2023-03-27,2022021169,Los Angeles Kings,St Louis Blues,,,,,,
1169,2023-03-27,2022021170,Ottawa Senators,Florida Panthers,,,,,,
1170,2023-03-27,2022021171,Buffalo Sabres,Montreal Canadiens,,,,,,
1171,2023-03-27,2022021172,New York Islanders,New Jersey Devils,,,,,,
1172,2023-03-28,2022021173,Minnesota Wild,Seattle Kraken,,,,,,
1173,2023-03-28,2022021174,Anaheim Ducks,Colorado Avalanche,,,,,,
1174,2023-03-28,2022021175,Arizona Coyotes,Edmonton Oilers,,,,,,
1175,2023-03-28,2022021176,New York Rangers,Columbus Blue Jackets,,,,,,
1176,2023-03-28,2022021177,Philadelphia Flyers,Montreal Canadiens,,,,,,
1177,2023-03-28,2022021178,Boston Bruins,Nashville Predators,,,,,,
1178,2023-03-28,2022021179,Carolina Hurricanes,Tampa Bay Lightning,,,,,,
1179,2023-03-28,2022021180,Detroit Red Wings,Pittsburgh Penguins,,,,,,
1180,2023-03-29,2022021181,St Louis Blues,Vancouver Canucks,,,,,,
1181,2023-03-29,2022021182,Chicago Blackhawks,Dallas Stars,,,,,,
1182,2023-03-29,2022021183,Calgary Flames,Los Angeles Kings,,,,,,
1183,2023-03-29,2022021184,Vegas Golden Knights,Edmonton Oilers,,,,,,
1184,2023-03-29,2022021185,San Jose Sharks,Winnipeg Jets,,,,,,
1185,2023-03-29,2022021186,Toronto Maple Leafs,Florida Panthers,,,,,,
1186,2023-03-29,2022021187,Washington Capitals,New York Islanders,,,,,,
1187,2023-03-30,2022021188,Colorado Avalanche,Minnesota Wild,,,,,,
1188,2023-03-30,2022021189,Boston Bruins,Columbus Blue Jackets,,,,,,
1189,2023-03-30,2022021190,Montreal Canadiens,Florida Panthers,,,,,,
1190,2023-03-30,2022021191,New Jersey Devils,New York Rangers,,,,,,
1191,2023-03-30,2022021192,Pittsburgh Penguins,Nashville Predators,,,,,,
1192,2023-03-30,2022021193,Ottawa Senators,Philadelphia Flyers,,,,,,
1193,2023-03-30,2022021194,Tampa Bay Lightning,Washington Capitals,,,,,,
1194,2023-03-30,2022021195,Detroit Red Wings,Carolina Hurricanes,,,,,,
1195,2023-03-31,2022021196,Chicago Blackhawks,St Louis Blues,,,,,,
1196,2023-03-31,2022021197,Edmonton Oilers,Los Angeles Kings,,,,,,
1197,2023-03-31,2022021198,Seattle Kraken,Anaheim Ducks,,,,,,
1198,2023-03-31,2022021199,San Jose Sharks,Vegas Golden Knights,,,,,,
1199,2023-03-31,2022021200,Buffalo Sabres,New York Rangers,,,,,,
1200,2023-04-01,2022021201,Winnipeg Jets,Detroit Red Wings,,,,,,
1201,2023-04-01,2022021202,Vancouver Canucks,Calgary Flames,,,,,,
1202,2023-04-01,2022021203,Arizona Coyotes,Dallas Stars,,,,,,
1203,2023-04-01,2022021204,Nashville Predators,St Louis Blues,,,,,,
1204,2023-04-01,2022021205,Pittsburgh Penguins,Boston Bruins,,,,,,
1205,2023-04-01,2022021206,Philadelphia Flyers,Buffalo Sabres,,,,,,
1206,2023-04-01,2022021207,Montreal Canadiens,Carolina Hurricanes,,,,,,
1207,2023-04-01,2022021208,Columbus Blue Jackets,Florida Panthers,,,,,,
1208,2023-04-01,2022021209,Tampa Bay Lightning,New York Islanders,,,,,,
1209,2023-04-01,2022021210,Ottawa Senators,Toronto Maple Leafs,,,,,,
1210,2023-04-02,2022021211,Chicago Blackhawks,New Jersey Devils,,,,,,
1211,2023-04-02,2022021212,Colorado Avalanche,Dallas Stars,,,,,,
1212,2023-04-02,2022021214,Seattle Kraken,Los Angeles Kings,,,,,,
1213,2023-04-02,2022021215,Vegas Golden Knights,Minnesota Wild,,,,,,
1214,2023-04-02,2022021216,Arizona Coyotes,San Jose Sharks,,,,,,
1215,2023-04-02,2022021213,Edmonton Oilers,Anaheim Ducks,,,,,,
1216,2023-04-02,2022021217,Washington Capitals,New York Rangers,,,,,,
1217,2023-04-02,2022021218,St Louis Blues,Boston Bruins,,,,,,
1218,2023-04-02,2022021219,Carolina Hurricanes,New York Islanders,,,,,,
1219,2023-04-02,2022021220,Columbus Blue Jackets,Ottawa Senators,,,,,,
1220,2023-04-02,2022021221,Pittsburgh Penguins,Philadelphia Flyers,,,,,,
1221,2023-04-02,2022021223,Winnipeg Jets,New Jersey Devils,,,,,,
1222,2023-04-02,2022021222,Toronto Maple Leafs,Detroit Red Wings,,,,,,
1223,2023-04-03,2022021225,Vancouver Canucks,Los Angeles Kings,,,,,,
1224,2023-04-03,2022021224,Calgary Flames,Anaheim Ducks,,,,,,
1225,2023-04-04,2022021226,Minnesota Wild,Vegas Golden Knights,,,,,,
1226,2023-04-04,2022021227,Dallas Stars,Nashville Predators,,,,,,
1227,2023-04-04,2022021228,Seattle Kraken,Arizona Coyotes,,,,,,
1228,2023-04-04,2022021229,Florida Panthers,Buffalo Sabres,,,,,,
1229,2023-04-04,2022021230,Toronto Maple Leafs,Columbus Blue Jackets,,,,,,
1230,2023-04-04,2022021231,Montreal Canadiens,Detroit Red Wings,,,,,,
1231,2023-04-04,2022021232,Carolina Hurricanes,Ottawa Senators,,,,,,
1232,2023-04-04,2022021233,New Jersey Devils,Pittsburgh Penguins,,,,,,
1233,2023-04-05,2022021234,St Louis Blues,Philadelphia Flyers,,,,,,
1234,2023-04-05,2022021235,Nashville Predators,Vegas Golden Knights,,,,,,
1235,2023-04-05,2022021236,Calgary Flames,Chicago Blackhawks,,,,,,
1236,2023-04-05,2022021238,Vancouver Canucks,Seattle Kraken,,,,,,
1237,2023-04-05,2022021237,Los Angeles Kings,Edmonton Oilers,,,,,,
1238,2023-04-05,2022021239,San Jose Sharks,Colorado Avalanche,,,,,,
1239,2023-04-05,2022021240,Winnipeg Jets,Calgary Flames,,,,,,
1240,2023-04-05,2022021241,New York Rangers,Tampa Bay Lightning,,,,,,
1241,2023-04-06,2022021242,Anaheim Ducks,Edmonton Oilers,,,,,,
1242,2023-04-06,2022021243,New Jersey Devils,Columbus Blue Jackets,,,,,,
1243,2023-04-06,2022021244,Pittsburgh Penguins,Minnesota Wild,,,,,,
1244,2023-04-06,2022021245,Florida Panthers,Ottawa Senators,,,,,,
1245,2023-04-06,2022021246,Boston Bruins,Toronto Maple Leafs,,,,,,
1246,2023-04-06,2022021247,Montreal Canadiens,Washington Capitals,,,,,,
1247,2023-04-06,2022021248,Detroit Red Wings,Buffalo Sabres,,,,,,
1248,2023-04-06,2022021249,New York Islanders,Tampa Bay Lightning,,,,,,
1249,2023-04-07,2022021250,Nashville Predators,Carolina Hurricanes,,,,,,
1250,2023-04-07,2022021251,St Louis Blues,New York Rangers,,,,,,
1251,2023-04-07,2022021252,Dallas Stars,Philadelphia Flyers,,,,,,
1252,2023-04-07,2022021254,Vancouver Canucks,Chicago Blackhawks,,,,,,
1253,2023-04-07,2022021255,Vegas Golden Knights,Los Angeles Kings,,,,,,
1254,2023-04-07,2022021253,Seattle Kraken,Arizona Coyotes,,,,,,
1255,2023-04-07,2022021256,San Jose Sharks,Colorado Avalanche,,,,,,
1256,2023-04-08,2022021257,Buffalo Sabres,Carolina Hurricanes,,,,,,
1257,2023-04-08,2022021258,Minnesota Wild,St Louis Blues,,,,,,
1258,2023-04-08,2022021269,Dallas Stars,Vegas Golden Knights,,,,,,
1259,2023-04-08,2022021259,San Jose Sharks,Edmonton Oilers,,,,,,
1260,2023-04-08,2022021260,Arizona Coyotes,Anaheim Ducks,,,,,,
1261,2023-04-08,2022021264,Winnipeg Jets,Nashville Predators,,,,,,
1262,2023-04-08,2022021261,Washington Capitals,Florida Panthers,,,,,,
1263,2023-04-08,2022021262,Toronto Maple Leafs,Montreal Canadiens,,,,,,
1264,2023-04-08,2022021263,Columbus Blue Jackets,New York Rangers,,,,,,
1265,2023-04-08,2022021265,Boston Bruins,New Jersey Devils,,,,,,
1266,2023-04-08,2022021267,Ottawa Senators,Tampa Bay Lightning,,,,,,
1267,2023-04-08,2022021268,New York Islanders,Philadelphia Flyers,,,,,,
1268,2023-04-09,2022021266,Detroit Red Wings,Pittsburgh Penguins,,,,,,
1269,2023-04-09,2022021270,Vancouver Canucks,Calgary Flames,,,,,,
1270,2023-04-09,2022021271,Seattle Kraken,Chicago Blackhawks,,,,,,
1271,2023-04-09,2022021272,Los Angeles Kings,Colorado Avalanche,,,,,,
1272,2023-04-09,2022021273,Philadelphia Flyers,Boston Bruins,,,,,,
1273,2023-04-10,2022021274,Anaheim Ducks,Colorado Avalanche,,,,,,
1274,2023-04-10,2022021278,Winnipeg Jets,San Jose Sharks,,,,,,
1275,2023-04-10,2022021275,New York Rangers,Buffalo Sabres,,,,,,
1276,2023-04-10,2022021276,Ottawa Senators,Carolina Hurricanes,,,,,,
1277,2023-04-10,2022021277,Washington Capitals,New York Islanders,,,,,,
1278,2023-04-10,2022021279,Florida Panthers,Toronto Maple Leafs,,,,,,
1279,2023-04-10,2022021280,Detroit Red Wings,Dallas Stars,,,,,,
1280,2023-04-11,2022021281,Chicago Blackhawks,Minnesota Wild,,,,,,
1281,2023-04-11,2022021282,Calgary Flames,Nashville Predators,,,,,,
1282,2023-04-11,2022021283,Arizona Coyotes,Seattle Kraken,,,,,,
1283,2023-04-11,2022021284,Los Angeles Kings,Vancouver Canucks,,,,,,
1284,2023-04-11,2022021285,New Jersey Devils,Buffalo Sabres,,,,,,
1285,2023-04-11,2022021287,Philadelphia Flyers,Columbus Blue Jackets,,,,,,
1286,2023-04-11,2022021288,Carolina Hurricanes,Detroit Red Wings,,,,,,
1287,2023-04-11,2022021289,Tampa Bay Lightning,Toronto Maple Leafs,,,,,,
1288,2023-04-11,2022021290,Boston Bruins,Washington Capitals,,,,,,
1289,2023-04-11,2022021286,Pittsburgh Penguins,Chicago Blackhawks,,,,,,
1290,2023-04-12,2022021291,Minnesota Wild,Winnipeg Jets,,,,,,
1291,2023-04-12,2022021292,Colorado Avalanche,Edmonton Oilers,,,,,,
1292,2023-04-12,2022021293,Vegas Golden Knights,Seattle Kraken,,,,,,
1293,2023-04-12,2022021294,Anaheim Ducks,Vancouver Canucks,,,,,,
1294,2023-04-12,2022021295,New York Islanders,Montreal Canadiens,,,,,,
1295,2023-04-12,2022021296,St Louis Blues,Dallas Stars,,,,,,
1296,2023-04-13,2022021297,Calgary Flames,San Jose Sharks,,,,,,
1297,2023-04-13,2022021298,Montreal Canadiens,Boston Bruins,,,,,,
1298,2023-04-13,2022021299,Florida Panthers,Carolina Hurricanes,,,,,,
1299,2023-04-13,2022021300,Tampa Bay Lightning,Detroit Red Wings,,,,,,
1300,2023-04-13,2022021301,Washington Capitals,New Jersey Devils,,,,,,
1301,2023-04-13,2022021302,Buffalo Sabres,Ottawa Senators,,,,,,
1302,2023-04-13,2022021303,Columbus Blue Jackets,Pittsburgh Penguins,,,,,,
1303,2023-04-13,2022021304,New York Rangers,Toronto Maple Leafs,,,,,,
1304,2023-04-14,2022021305,Nashville Predators,Minnesota Wild,,,,,,
1305,2023-04-14,2022021307,Dallas Stars,St Louis Blues,,,,,,
1306,2023-04-14,2022021306,Chicago Blackhawks,Philadelphia Flyers,,,,,,
1307,2023-04-14,2022021308,Edmonton Oilers,San Jose Sharks,,,,,,
1308,2023-04-14,2022021309,Colorado Avalanche,Winnipeg Jets,,,,,,
1309,2023-04-14,2022021310,Anaheim Ducks,Los Angeles Kings,,,,,,
1310,2023-04-14,2022021311,Arizona Coyotes,Vancouver Canucks,,,,,,
1311,2023-04-14,2022021312,Seattle Kraken,Vegas Golden Knights,,,,,,
